"sex","year","age","n_countries","death_count","population_count"
"female",1752,17,1,110.73,16916.26
"female",1752,18,1,110.51,17024.35
"female",1752,19,1,110.56,17186.15
"female",1752,20,1,110.85,17329.89
"female",1752,21,1,111.25,16796.83
"female",1752,22,1,111.72,16350.5
"female",1752,23,1,112.28,15975.04
"female",1752,24,1,112.91,15705.23
"female",1752,25,1,113.86,15250.17
"female",1752,26,1,116.1,15267.56
"female",1752,27,1,119.87,15322.48
"female",1752,28,1,125.17,15334.27
"female",1752,29,1,132,15306.52
"female",1752,30,1,139.31,15136.83
"female",1752,31,1,142.92,14156.51
"female",1752,32,1,141.76,13191.46
"female",1752,33,1,135.84,12191.79
"female",1752,34,1,125.17,11284.91
"female",1752,35,1,111.56,10486.8
"female",1752,36,1,102.3,10680.93
"female",1752,37,1,99.22,11041.06
"female",1752,38,1,102.32,11414.88
"female",1752,39,1,111.6,11860.84
"female",1752,40,1,124.95,12127.61
"female",1752,41,1,133.94,11085.8
"female",1752,42,1,136.47,10169.43
"female",1752,43,1,132.53,9321.34
"female",1752,44,1,122.13,8481.82
"female",1752,45,1,107.55,7661.69
"female",1752,46,1,97.88,7998.96
"female",1752,47,1,95.4,8543.35
"female",1752,48,1,100.12,9198.12
"female",1752,49,1,112.04,10031.88
"female",1752,50,1,128.73,10820.91
"female",1752,51,1,140.55,9763.46
"female",1752,52,1,145.08,8704.02
"female",1752,53,1,142.34,7701.44
"female",1752,54,1,132.31,6809.67
"female",1752,55,1,118.14,5971.51
"female",1752,56,1,112.4,6195.73
"female",1752,57,1,118.23,6520.92
"female",1752,58,1,135.63,6984.31
"female",1752,59,1,164.6,7692.04
"female",1752,60,1,201.23,8523.37
"female",1752,61,1,229.84,8302.14
"female",1752,62,1,246.53,8047.59
"female",1752,63,1,251.28,7482.65
"female",1752,64,1,244.11,6792.75
"female",1752,65,1,228.41,6009.66
"female",1752,66,1,217.85,5775.54
"female",1752,67,1,215.84,5603.77
"female",1752,68,1,222.4,5494.54
"female",1752,69,1,237.49,5377
"female",1752,70,1,257.86,5278.45
"female",1752,71,1,270.37,4579.98
"female",1752,72,1,271.74,3905.85
"female",1752,73,1,261.96,3254.53
"female",1752,74,1,241.05,2636.19
"female",1752,75,1,212.16,2078.39
"female",1752,76,1,188,1931.25
"female",1752,77,1,171.72,1816.81
"female",1752,78,1,163.32,1755.66
"female",1752,79,1,162.81,1733.38
"female",1752,80,1,167.83,1644.26
"female",1752,81,1,168.86,1432.4
"female",1752,82,1,163.55,1226.28
"female",1752,83,1,151.89,1031.06
"female",1752,84,1,133.87,850.4
"female",1752,85,1,111.16,698.09
"female",1752,86,1,90.39,573.59
"female",1752,87,1,73.21,465.74
"female",1752,88,1,59.62,378.97
"female",1752,89,1,49.62,309.99
"female",1752,90,1,48.19,246.18
"female",1752,91,1,39.28,192.43
"female",1752,92,1,31.52,148.39
"female",1752,93,1,24.88,112.78
"female",1752,94,1,19.32,84.39
"female",1752,95,1,14.76,62.49
"female",1752,96,1,11.08,45.62
"female",1752,97,1,8.16,32.51
"female",1752,98,1,5.91,22.7
"female",1752,99,1,4.19,15.96
"female",1752,100,1,2.93,10.44
"female",1752,101,1,2,6.94
"female",1752,102,1,1.34,4.45
"female",1752,103,1,0.88,2.32
"female",1752,104,1,0.57,0.96
"female",1752,105,1,0,0.26
"female",1752,106,1,0,0
"female",1752,107,1,0,0
"female",1752,108,1,0,0
"female",1752,109,1,0,0
"female",1752,110,1,0,0
"female",1753,0,1,5768,26931.5
"female",1753,1,1,1403.81,26381.36
"female",1753,2,1,918.2,26272.64
"female",1753,3,1,656.85,25988.96
"female",1753,4,1,486.15,21636.04
"female",1753,5,1,366.69,18096.92
"female",1753,6,1,274.4,18165.16
"female",1753,7,1,203.26,18419.24
"female",1753,8,1,153.25,18364.87
"female",1753,9,1,124.39,18412.81
"female",1753,10,1,113.34,18762.87
"female",1753,11,1,106.8,17990.16
"female",1753,12,1,101.42,17494.11
"female",1753,13,1,97.23,16930.25
"female",1753,14,1,94.2,16279.61
"female",1753,15,1,92.29,15713
"female",1753,16,1,91.2,16225.72
"female",1753,17,1,90.85,16880.95
"female",1753,18,1,91.25,17337.36
"female",1753,19,1,92.41,17447.96
"female",1753,20,1,94.25,17612.48
"female",1753,21,1,96.54,16995.02
"female",1753,22,1,99.21,16466.85
"female",1753,23,1,102.27,16023.83
"female",1753,24,1,105.72,15650.32
"female",1753,25,1,109.61,15380.41
"female",1753,26,1,114.16,15413.78
"female",1753,27,1,119.47,15426.57
"female",1753,28,1,125.49,15476.82
"female",1753,29,1,132.26,15482.43
"female",1753,30,1,138.79,15447.46
"female",1753,31,1,141.14,14567.15
"female",1753,32,1,138.34,13614.82
"female",1753,33,1,130.4,12682.46
"female",1753,34,1,117.31,11721.61
"female",1753,35,1,101.25,10855.33
"female",1753,36,1,90.91,10842.74
"female",1753,37,1,88.49,11051.75
"female",1753,38,1,93.97,11426.02
"female",1753,39,1,107.37,11806.65
"female",1753,40,1,125.97,12255.91
"female",1753,41,1,138.98,11369.66
"female",1753,42,1,143.7,10372.59
"female",1753,43,1,140.12,9502.79
"female",1753,44,1,128.25,8706.04
"female",1753,45,1,110.82,7924.4
"female",1753,46,1,98.73,8102.89
"female",1753,47,1,94.72,8472.37
"female",1753,48,1,98.79,9055.68
"female",1753,49,1,110.94,9749.16
"female",1753,50,1,128.53,10627.74
"female",1753,51,1,141.11,9906.29
"female",1753,52,1,146.05,8916.18
"female",1753,53,1,143.33,7931.85
"female",1753,54,1,132.98,7007.94
"female",1753,55,1,118.04,6193.1
"female",1753,56,1,110.78,6328.56
"female",1753,57,1,114.26,6572.59
"female",1753,58,1,128.47,6914.82
"female",1753,59,1,153.43,7395.43
"female",1753,60,1,185.75,8131.35
"female",1753,61,1,212.01,7872.09
"female",1753,62,1,228.83,7640.86
"female",1753,63,1,236.23,7387.51
"female",1753,64,1,234.18,6849.7
"female",1753,65,1,225.38,6202.66
"female",1753,66,1,220.55,5874.84
"female",1753,67,1,222.35,5638.97
"female",1753,68,1,230.81,5459.73
"female",1753,69,1,245.9,5337.3
"female",1753,70,1,264.87,5201.8
"female",1753,71,1,276.62,4647.15
"female",1753,72,1,278.39,3989.38
"female",1753,73,1,270.16,3364.27
"female",1753,74,1,251.96,2770.4
"female",1753,75,1,226.43,2216.65
"female",1753,76,1,204.23,2008.85
"female",1753,77,1,188.01,1870.73
"female",1753,78,1,177.79,1761.65
"female",1753,79,1,173.55,1703.62
"female",1753,80,1,173.5,1688.84
"female",1753,81,1,170.45,1475.95
"female",1753,82,1,162.6,1266.01
"female",1753,83,1,149.96,1068.16
"female",1753,84,1,132.51,887.56
"female",1753,85,1,111.59,726.61
"female",1753,86,1,92.51,596.69
"female",1753,87,1,76.62,491.28
"female",1753,88,1,63.9,398.91
"female",1753,89,1,54.37,324.05
"female",1753,90,1,53.89,258.41
"female",1753,91,1,45.06,202.59
"female",1753,92,1,37.23,157.17
"female",1753,93,1,30.38,120.33
"female",1753,94,1,24.46,90.81
"female",1753,95,1,19.45,67.47
"female",1753,96,1,15.24,49.67
"female",1753,97,1,11.78,36.09
"female",1753,98,1,8.98,25.55
"female",1753,99,1,6.74,17.71
"female",1753,100,1,4.98,12.45
"female",1753,101,1,3.63,8.01
"female",1753,102,1,2.6,5.3
"female",1753,103,1,1.84,3.36
"female",1753,104,1,1.28,1.61
"female",1753,105,1,0.87,0.71
"female",1753,106,1,0.58,0.26
"female",1753,107,1,0,0
"female",1753,108,1,0,0
"female",1753,109,1,0,0
"female",1753,110,1,0,0
"female",1754,0,1,6558,27029
"female",1754,1,1,1573.68,26269.78
"female",1754,2,1,1017.32,26381.72
"female",1754,3,1,773.38,26502.16
"female",1754,4,1,589.63,21990.34
"female",1754,5,1,410.32,18385.81
"female",1754,6,1,264.61,18378.51
"female",1754,7,1,159.74,18574.76
"female",1754,8,1,95.73,18922.36
"female",1754,9,1,72.59,18910.06
"female",1754,10,1,82.75,18967.75
"female",1754,11,1,95.96,18015.1
"female",1754,12,1,104.69,17258.42
"female",1754,13,1,108.93,16773.2
"female",1754,14,1,108.67,16227.03
"female",1754,15,1,104.96,15601.09
"female",1754,16,1,101.94,16098.46
"female",1754,17,1,100.67,16629.33
"female",1754,18,1,101.12,17305.4
"female",1754,19,1,103.31,17774.73
"female",1754,20,1,106.8,17885.18
"female",1754,21,1,109.92,17278.68
"female",1754,22,1,112.21,16666.41
"female",1754,23,1,113.7,16143.09
"female",1754,24,1,114.37,15704.64
"female",1754,25,1,114.71,15335.23
"female",1754,26,1,116.57,15560.58
"female",1754,27,1,120.41,15591.77
"female",1754,28,1,126.25,15600
"female",1754,29,1,134.07,15644.42
"female",1754,30,1,142.8,15641.79
"female",1754,31,1,148.16,14928.91
"female",1754,32,1,149.06,14066.68
"female",1754,33,1,145.5,13138.61
"female",1754,34,1,137.48,12234.5
"female",1754,35,1,126.54,11306.69
"female",1754,36,1,118.86,11163.47
"female",1754,37,1,116,11155.74
"female",1754,38,1,117.93,11373.61
"female",1754,39,1,124.67,11758.48
"female",1754,40,1,134.6,12145.92
"female",1754,41,1,141.23,11578.05
"female",1754,42,1,142.93,10726.6
"female",1754,43,1,139.7,9774.15
"female",1754,44,1,131.55,8948.27
"female",1754,45,1,120.19,8196.34
"female",1754,46,1,112.47,8324.31
"female",1754,47,1,110.06,8519.59
"female",1754,48,1,113.01,8912.98
"female",1754,49,1,121.27,9528.79
"female",1754,50,1,133.2,10257.59
"female",1754,51,1,142.06,9845.93
"female",1754,52,1,146.16,9161.66
"female",1754,53,1,145.5,8229.76
"female",1754,54,1,140.09,7308.06
"female",1754,55,1,132.09,6446.91
"female",1754,56,1,130.14,6512.43
"female",1754,57,1,136.39,6655.76
"female",1754,58,1,150.85,6907.34
"female",1754,59,1,173.53,7256.06
"female",1754,60,1,201.58,7747.24
"female",1754,61,1,223.67,7589.14
"female",1754,62,1,236.98,7322.49
"female",1754,63,1,241.51,7091.52
"female",1754,64,1,237.25,6848.11
"female",1754,65,1,227.32,6340.02
"female",1754,66,1,224.22,6068.46
"female",1754,67,1,231.06,5734.21
"female",1754,68,1,247.84,5483.33
"female",1754,69,1,274.57,5279.97
"female",1754,70,1,307,5127.11
"female",1754,71,1,328.19,4666.58
"female",1754,72,1,333.89,4121.28
"female",1754,73,1,324.1,3492.67
"female",1754,74,1,298.83,2910.85
"female",1754,75,1,262.24,2373.24
"female",1754,76,1,231,2140.44
"female",1754,77,1,209.28,1943.37
"female",1754,78,1,197.07,1811.86
"female",1754,79,1,194.39,1702.1
"female",1754,80,1,198.56,1734.6
"female",1754,81,1,198.98,1516.77
"female",1754,82,1,193.01,1309.17
"female",1754,83,1,180.62,1109.31
"female",1754,84,1,161.84,926.35
"female",1754,85,1,138.24,764.33
"female",1754,86,1,116.24,624.02
"female",1754,87,1,97.41,511.67
"female",1754,88,1,81.78,420.66
"female",1754,89,1,69.33,339.5
"female",1754,90,1,61.31,267.21
"female",1754,91,1,50.68,209.06
"female",1754,92,1,41.3,161.57
"female",1754,93,1,33.17,123.48
"female",1754,94,1,26.24,93.03
"female",1754,95,1,20.44,68.96
"female",1754,96,1,15.67,50.22
"female",1754,97,1,11.82,36.25
"female",1754,98,1,8.77,25.79
"female",1754,99,1,6.4,17.75
"female",1754,100,1,4.58,11.91
"female",1754,101,1,3.23,8.19
"female",1754,102,1,2.23,4.93
"female",1754,103,1,1.51,3.11
"female",1754,104,1,1.01,1.82
"female",1754,105,1,0.66,0.55
"female",1754,106,1,0,0
"female",1754,107,1,0,0
"female",1754,108,1,0,0
"female",1754,109,1,0,0
"female",1754,110,1,0,0
"female",1755,0,1,7467,27944.5
"female",1755,1,1,1721.03,25821.13
"female",1755,2,1,1156.97,25915.37
"female",1755,3,1,749.7,26375.14
"female",1755,4,1,485.3,22759.36
"female",1755,5,1,341.41,19002.15
"female",1755,6,1,242.6,18697.74
"female",1755,7,1,169.99,18771.42
"female",1755,8,1,123.6,19033.85
"female",1755,9,1,103.41,19426.35
"female",1755,10,1,104.6,19425.02
"female",1755,11,1,107.97,18205.89
"female",1755,12,1,108.66,17284.07
"female",1755,13,1,106.69,16554.12
"female",1755,14,1,102.07,16088.9
"female",1755,15,1,95.7,15567.01
"female",1755,16,1,91.28,16008.73
"female",1755,17,1,89.73,16525.14
"female",1755,18,1,91.05,17073.25
"female",1755,19,1,95.24,17768.37
"female",1755,20,1,101.6,18246.81
"female",1755,21,1,107.37,17530.89
"female",1755,22,1,111.87,16927.71
"female",1755,23,1,115.11,16320.1
"female",1755,24,1,117.06,15801.49
"female",1755,25,1,118.33,15367.36
"female",1755,26,1,121.35,15592.43
"female",1755,27,1,126.67,15819.19
"female",1755,28,1,134.34,15844.69
"female",1755,29,1,144.32,15844.33
"female",1755,30,1,155.26,15879.33
"female",1755,31,1,161.65,15141.53
"female",1755,32,1,162.12,14440.7
"female",1755,33,1,156.67,13599.71
"female",1755,34,1,145.3,12700.25
"female",1755,35,1,130.12,11829.52
"female",1755,36,1,119.59,11566.73
"female",1755,37,1,115.83,11425.9
"female",1755,38,1,118.84,11418.41
"female",1755,39,1,128.62,11637.44
"female",1755,40,1,143.03,12023.39
"female",1755,41,1,153.6,11544.94
"female",1755,42,1,158.18,10990.56
"female",1755,43,1,156.78,10169.14
"female",1755,44,1,149.42,9256.47
"female",1755,45,1,137.89,8470.77
"female",1755,46,1,129.49,8557.63
"female",1755,47,1,126.05,8699.35
"female",1755,48,1,127.56,8907.49
"female",1755,49,1,134.02,9320.75
"female",1755,50,1,143.89,9965.85
"female",1755,51,1,150.92,9565.75
"female",1755,52,1,153.58,9171
"female",1755,53,1,151.86,8522.5
"female",1755,54,1,145.75,7643.9
"female",1755,55,1,137.25,6778.48
"female",1755,56,1,134.19,6730.05
"female",1755,57,1,138.57,6799.32
"female",1755,58,1,150.37,6944.04
"female",1755,59,1,169.62,7196.6
"female",1755,60,1,194.29,7546.97
"female",1755,61,1,216.5,7301.97
"female",1755,62,1,234.26,7128.69
"female",1755,63,1,247.56,6854.68
"female",1755,64,1,256.39,6619.69
"female",1755,65,1,261.87,6377.66
"female",1755,66,1,268.35,6138.99
"female",1755,67,1,276.92,5857.24
"female",1755,68,1,287.57,5510.07
"female",1755,69,1,300.3,5245.03
"female",1755,70,1,313.36,5027.54
"female",1755,71,1,319.69,4619.68
"female",1755,72,1,317.51,4173.97
"female",1755,73,1,306.82,3655.16
"female",1755,74,1,287.62,3064.66
"female",1755,75,1,262.33,2527.33
"female",1755,76,1,240.59,2262.74
"female",1755,77,1,224.83,2035
"female",1755,78,1,215.04,1839.14
"female",1755,79,1,211.21,1706.8
"female",1755,80,1,211.47,1767.46
"female",1755,81,1,208.28,1535.85
"female",1755,82,1,199.74,1320.57
"female",1755,83,1,185.87,1121.94
"female",1755,84,1,166.64,937.44
"female",1755,85,1,143.45,774.9
"female",1755,86,1,121.82,636.44
"female",1755,87,1,103.09,516.64
"female",1755,88,1,87.27,421.61
"female",1755,89,1,74.37,344.74
"female",1755,90,1,65.87,270.73
"female",1755,91,1,54.46,211.37
"female",1755,92,1,44.37,163.23
"female",1755,93,1,35.6,124.49
"female",1755,94,1,28.12,93.92
"female",1755,95,1,21.84,69.82
"female",1755,96,1,16.69,51.03
"female",1755,97,1,12.53,36.58
"female",1755,98,1,9.25,26.05
"female",1755,99,1,6.7,18.28
"female",1755,100,1,4.77,12.32
"female",1755,101,1,3.33,8.06
"female",1755,102,1,2.28,5.5
"female",1755,103,1,1.53,3.09
"female",1755,104,1,1.01,1.87
"female",1755,105,1,0.65,1
"female",1755,106,1,0,0.26
"female",1755,107,1,0,0
"female",1755,108,1,0,0
"female",1755,109,1,0,0
"female",1755,110,1,0,0
"female",1756,0,1,7013,28469.5
"female",1756,1,1,1675.25,25955.84
"female",1756,2,1,1121.74,25669.66
"female",1756,3,1,731.71,26116
"female",1756,4,1,487.28,22424.5
"female",1756,5,1,363.55,19437.02
"female",1756,6,1,278.86,19378.56
"female",1756,7,1,212.78,19141.55
"female",1756,8,1,165.32,19270.99
"female",1756,9,1,136.49,19581.38
"female",1756,10,1,123.4,20011.35
"female",1756,11,1,114.59,18737.94
"female",1756,12,1,107.19,17562.59
"female",1756,13,1,101.2,16674.45
"female",1756,14,1,96.62,15971.16
"female",1756,15,1,93.5,15523.38
"female",1756,16,1,92.03,15947.89
"female",1756,17,1,92.28,16403.7
"female",1756,18,1,94.26,16934.75
"female",1756,19,1,97.93,17496.77
"female",1756,20,1,102.87,18208
"female",1756,21,1,107.24,17742.19
"female",1756,22,1,110.62,17038.06
"female",1756,23,1,112.96,16445.21
"female",1756,24,1,114.31,15849.05
"female",1756,25,1,115.28,15340.45
"female",1756,26,1,118.52,15612.67
"female",1756,27,1,124.68,15838.4
"female",1756,28,1,133.75,16062.93
"female",1756,29,1,145.75,16078.55
"female",1756,30,1,159.02,16065.49
"female",1756,31,1,167.07,15341.84
"female",1756,32,1,168.26,14616.72
"female",1756,33,1,162.59,13934.56
"female",1756,34,1,150.06,13122.4
"female",1756,35,1,133.15,12259.22
"female",1756,36,1,121.82,12137.62
"female",1756,37,1,118.54,11872.61
"female",1756,38,1,123.32,11725.99
"female",1756,39,1,136.17,11709.56
"female",1756,40,1,154.29,11921.24
"female",1756,41,1,166.62,11462.91
"female",1756,42,1,170.38,10992.19
"female",1756,43,1,165.56,10456.64
"female",1756,44,1,152.17,9671.52
"female",1756,45,1,132.85,8805.48
"female",1756,46,1,118.2,8849.29
"female",1756,47,1,110.87,8952.44
"female",1756,48,1,110.87,9106.39
"female",1756,49,1,118.2,9323.4
"female",1756,50,1,131.02,9751.47
"female",1756,51,1,142.08,9259.43
"female",1756,52,1,149.57,8872.86
"female",1756,53,1,153.49,8494.92
"female",1756,54,1,153.84,7881.31
"female",1756,55,1,152.11,7053.73
"female",1756,56,1,154.27,7142.69
"female",1756,57,1,161.82,7085.82
"female",1756,58,1,174.74,7150.25
"female",1756,59,1,193.05,7290.5
"female",1756,60,1,214.85,7543.29
"female",1756,61,1,232.49,7105.99
"female",1756,62,1,244.06,6853.31
"female",1756,63,1,249.58,6676.33
"female",1756,64,1,249.03,6407.58
"female",1756,65,1,244.7,6182.72
"female",1756,66,1,245.72,6130.81
"female",1756,67,1,254.38,5887.59
"female",1756,68,1,270.64,5593.66
"female",1756,69,1,294.55,5226.72
"female",1756,70,1,322.77,4936.65
"female",1756,71,1,342.09,4542.69
"female",1756,72,1,349.2,4133.64
"female",1756,73,1,344.12,3700.11
"female",1756,74,1,326.81,3207.9
"female",1756,75,1,300.26,2657.88
"female",1756,76,1,276.18,2378.78
"female",1756,77,1,257.56,2121.01
"female",1756,78,1,244.37,1896.71
"female",1756,79,1,236.62,1700.62
"female",1756,80,1,232.54,1802.43
"female",1756,81,1,225,1557.47
"female",1756,82,1,212.23,1331.54
"female",1756,83,1,194.23,1127.28
"female",1756,84,1,171.01,945.01
"female",1756,85,1,144.11,780.95
"female",1756,86,1,119.76,641.6
"female",1756,87,1,99.5,523.41
"female",1756,88,1,83.34,420.97
"female",1756,89,1,71.28,340.4
"female",1756,90,1,73.05,270.83
"female",1756,91,1,61.33,210.73
"female",1756,92,1,50.89,162.12
"female",1756,93,1,41.7,123.41
"female",1756,94,1,33.74,92.78
"female",1756,95,1,26.96,69.09
"female",1756,96,1,21.24,50.69
"female",1756,97,1,16.51,36.53
"female",1756,98,1,12.65,25.79
"female",1756,99,1,9.55,18.16
"female",1756,100,1,7.11,12.62
"female",1756,101,1,5.21,8.32
"female",1756,102,1,3.76,5.3
"female",1756,103,1,2.67,3.63
"female",1756,104,1,1.87,1.84
"female",1756,105,1,1.28,1.06
"female",1756,106,1,0.87,0.71
"female",1756,107,1,0.58,0.26
"female",1756,108,1,0,0
"female",1756,109,1,0,0
"female",1756,110,1,0,0
"female",1757,0,1,6385,27734
"female",1757,1,1,2022.13,25563.56
"female",1757,2,1,1317.87,26201.94
"female",1757,3,1,960.98,26269.51
"female",1757,4,1,718.02,22105.99
"female",1757,5,1,527.59,19088.34
"female",1757,6,1,377.5,19846.59
"female",1757,7,1,264.71,19930.09
"female",1757,8,1,189.2,19779.35
"female",1757,9,1,151,19968.13
"female",1757,10,1,143.6,20317.85
"female",1757,11,1,141.05,19324.93
"female",1757,12,1,136.85,18089.47
"female",1757,13,1,131,16951.06
"female",1757,14,1,123.5,16093.7
"female",1757,15,1,115.12,15417.39
"female",1757,16,1,108.86,15835.98
"female",1757,17,1,105.51,16276.98
"female",1757,18,1,105.04,16747.24
"female",1757,19,1,107.48,17291.91
"female",1757,20,1,112.22,17864.94
"female",1757,21,1,116.93,17613.89
"female",1757,22,1,121.02,17155.94
"female",1757,23,1,124.49,16466.57
"female",1757,24,1,127.34,15886.16
"female",1757,25,1,130.25,15302.62
"female",1757,26,1,135.96,15555.39
"female",1757,27,1,145.13,15826.4
"female",1757,28,1,157.77,16046.39
"female",1757,29,1,173.88,16261.7
"female",1757,30,1,191.26,16260.85
"female",1757,31,1,201.09,15505.52
"female",1757,32,1,201.16,14793.16
"female",1757,33,1,191.47,14089.13
"female",1757,34,1,172.02,13436.84
"female",1757,35,1,146.2,12666.07
"female",1757,36,1,127.61,12544.29
"female",1757,37,1,119.6,12432
"female",1757,38,1,122.19,12160.76
"female",1757,39,1,135.4,12001.39
"female",1757,40,1,155.94,11967.63
"female",1757,41,1,170.91,11408.93
"female",1757,42,1,177.03,10953.32
"female",1757,43,1,174.33,10494.52
"female",1757,44,1,162.79,9981.61
"female",1757,45,1,145.09,9234
"female",1757,46,1,131.98,9144.76
"female",1757,47,1,126.13,9200.55
"female",1757,48,1,127.55,9311.65
"female",1757,49,1,136.24,9469.04
"female",1757,50,1,150.58,9686.62
"female",1757,51,1,164.16,9027.37
"female",1757,52,1,175.37,8551.5
"female",1757,53,1,184.21,8177.34
"female",1757,54,1,190.68,7813.67
"female",1757,55,1,195.64,7230.13
"female",1757,56,1,202.43,7460.96
"female",1757,57,1,211.91,7549.48
"female",1757,58,1,224.08,7476.96
"female",1757,59,1,238.93,7533.47
"female",1757,60,1,255.36,7671.26
"female",1757,61,1,268.89,7032.06
"female",1757,62,1,278.41,6597.6
"female",1757,63,1,283.92,6345.65
"female",1757,64,1,285.42,6170.92
"female",1757,65,1,284.42,5911.92
"female",1757,66,1,286.86,5947.31
"female",1757,67,1,294.25,5890.2
"female",1757,68,1,306.6,5635.28
"female",1757,69,1,323.89,5324.29
"female",1757,70,1,343.78,4936.76
"female",1757,71,1,356.85,4449.39
"female",1757,72,1,360.77,4057.61
"female",1757,73,1,355.52,3660.33
"female",1757,74,1,341.09,3248.41
"female",1757,75,1,319.54,2788.58
"female",1757,76,1,299.01,2468.27
"female",1757,77,1,281.54,2195.64
"female",1757,78,1,267.13,1942.24
"female",1757,79,1,255.77,1720.77
"female",1757,80,1,246.41,1831.18
"female",1757,81,1,234.8,1573.4
"female",1757,82,1,219.9,1338.41
"female",1757,83,1,201.7,1127.69
